incident_id,opened_date,severity,affected_system_ar,incident_title_ar,incident_summary_ar,responsible_unit,status
INC-00892,2022-09-22,عالية,نظام إدارة الأصول التقنية,اشتباه اختراق مرتبط بمواقع تخزين أسلحة خاضعة للرقابة,محاولة وصول إلى سجلات مواقع أسلحة ومواد خاضعة للرقابة. المرجع SOC-2022-6612 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق بعد المراجعة
INC-00893,2019-02-05,عالية,نظام التحقق الرقمي,كشف بيانات اعتماد إدارية في مستودع شيفرة خارجي,تحقيق في نشر بيانات اعتماد تشغيلية بمستودع عام وإجراءات الإبطال. المرجع SOC-2019-7959 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,قيد المعالجة
INC-00894,2024-02-28,عالية,شبكة الاتصالات الداخلية,مؤشرات اختراق مستمرة في شريحة الشبكة 91,نشاط مستمر غير مفسر داخل شريحة إنتاجية وخطة الاحتواء المرحلية. المرجع SOC-2024-1808 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مغلق بعد المراجعة
INC-00895,2021-10-15,متوسطة,بوابة المدفوعات الوطنية,ثغرة تجاوز مصادقة في بوابة المدفوعات الوطنية,تحقيق فني في ثغرة مكتشفة وتقييم قابلية الاستغلال وخطة المعالجة. المرجع SOC-2021-4645 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المعالجة
INC-00896,2019-08-06,متوسطة,نظام إدارة العقود,مذكرة داخلية عن ضبط صلاحيات نظام إدارة العقود,مذكرة داخلية لتنظيم منح الصلاحيات ومراجعتها الدورية. المرجع SOC-2019-3406 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مغلق بعد المراجعة
INC-00897,2019-08-26,عالية,شبكة الاتصالات الداخلية,تقييم الأثر الاستراتيجي لانقطاع شبكة الاتصالات الداخلية,دراسة استراتيجية لأثر الانقطاع على الالتزامات التعاقدية. المرجع SOC-2019-5006 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مغلق
INC-00898,2021-11-23,عالية,منصة التحليلات المؤسسية,اختراق في سلسلة الإمداد عبر مكوّن طرف ثالث (2021),تحقيق في مكوّن مورد يحتوي شيفرة غير موثوقة داخل بيئة الإنتاج. المرجع SOC-2021-6962 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مغلق
INC-00899,2024-12-31,حرجة,منصة التحليلات المؤسسية,رصد تحركات القوات في بيانات تتبع مسربة,ظهور بيانات تحركات القوات ضمن مجموعة بيانات مسربة قيد الفحص. المرجع SOC-2024-8700 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مغلق بعد المراجعة
INC-00900,2026-06-05,متوسطة,بوابة المستفيدين,نتائج اختبار اختراق بوابة المستفيدين - الربع الثاني 2026,تحقيق هجومي كشف مسارات إعدادات افتراضية غير آمنة قابلة للاستغلال. المرجع SOC-2026-2991 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,مغلق بعد المراجعة
INC-00901,2025-07-18,عالية,مركز البيانات الرئيسي,نتائج اختبار اختراق مركز البيانات الرئيسي - الربع الثاني 2025,تحقيق هجومي كشف مسارات إعدادات افتراضية غير آمنة قابلة للاستغلال. المرجع SOC-2025-6868 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مصعّد
INC-00902,2019-06-23,حرجة,نظام إدارة العقود,رصد تحركات القوات في بيانات تتبع مسربة,ظهور بيانات تحركات القوات ضمن مجموعة بيانات مسربة قيد الفحص. المرجع SOC-2019-2965 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,قيد المراجعة
INC-00903,2021-11-22,متوسطة,نظام الأرشفة الإلكترونية,ثغرة كشف بيانات حساسة في نظام الأرشفة الإلكترونية,تحقيق فني في ثغرة مكتشفة وتقييم قابلية الاستغلال وخطة المعالجة. المرجع SOC-2021-2914 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المعالجة
INC-00904,2019-11-14,متوسطة,نظام إدارة الهوية المركزي,اختراق في سلسلة الإمداد عبر مكوّن طرف ثالث (2019),تحقيق في مكوّن مورد يحتوي شيفرة غير موثوقة داخل بيئة الإنتاج. المرجع SOC-2019-9162 · الجهة المعنية: إدارة حوكمة البيانات.,,قيد المعالجة
INC-00905,2023-08-26,متوسطة,منصة التوثيق الإلكتروني,إساءة استخدام صلاحيات إدارية في منصة التوثيق الإلكتروني,تحقيق في استخدام حساب إداري للوصول إلى سجلات خارج نطاق العمل. المرجع SOC-2023-1838 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,قيد المعالجة
INC-00906,2020-04-13,متوسطة,شبكة الاتصالات الداخلية,كشف بيانات اعتماد إدارية في مستودع شيفرة خارجي,تحقيق في نشر بيانات اعتماد تشغيلية بمستودع عام وإجراءات الإبطال. المرجع SOC-2020-8091 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,قيد المراجعة
INC-00907,2022-07-14,عالية,منصة التحليلات المؤسسية,تسريب مستندات تفاوضية من منصة التحليلات المؤسسية,تحقيق في تسريب مستندات ذات قيمة تنافسية إلى خارج الجهة. المرجع SOC-2022-6755 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مغلق بعد المراجعة
INC-00908,2024-10-27,عالية,نظام إدارة العقود,ثغرة كشف بيانات حساسة في نظام إدارة العقود,تحقيق فني في ثغرة مكتشفة وتقييم قابلية الاستغلال وخطة المعالجة. المرجع SOC-2024-6002 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,قيد المراجعة
INC-00909,2023-04-01,منخفضة,منصة التوثيق الإلكتروني,إعلان تدريب توعوي لمنسوبي قطاع الشراكات في جدة,إعلان عن برنامج تدريب توعوي مفتوح للتسجيل. المرجع SOC-2023-7003 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مصعّد
INC-00910,2022-12-21,عالية,منصة المراسلات الرسمية,مؤشرات اختراق مستمرة في شريحة الشبكة 94,نشاط مستمر غير مفسر داخل شريحة إنتاجية وخطة الاحتواء المرحلية. المرجع SOC-2022-4744 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مغلق بعد المراجعة
INC-00911,2023-11-28,عالية,مركز البيانات الاحتياطي,تقييم الأثر الاستراتيجي لانقطاع مركز البيانات الاحتياطي,دراسة استراتيجية لأثر الانقطاع على الالتزامات التعاقدية. المرجع SOC-2023-4936 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مغلق
INC-00912,2019-05-22,عالية,شبكة الربط الحكومي,إساءة استخدام صلاحيات إدارية في شبكة الربط الحكومي,تحقيق في استخدام حساب إداري للوصول إلى سجلات خارج نطاق العمل. المرجع SOC-2019-9113 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المعالجة
INC-00913,2024-03-15,عالية,منصة تبادل البيانات الوطنية,حجب خدمة موزع على منصة تبادل البيانات الوطنية - القطيف,تحقيق في هجوم حجب خدمة أثّر على توفر المنصة وخطة الصد. المرجع SOC-2024-2878 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,قيد المراجعة
INC-00914,2020-09-25,متوسطة,بوابة الموردين الإلكترونية,خطة الاستجابة الاستراتيجية لحوادث قطاع الخدمات الرقمية,خطة استراتيجية لتصعيد الحوادث وتوزيع الأدوار بين الفرق. المرجع SOC-2020-5872 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مصعّد
INC-00915,2024-06-05,عالية,بوابة الموردين الإلكترونية,حادثة رقم NSI-2024-799 - تصنيف اللجنة العليا,حادثة مصعّدة للجنة العليا لارتباطها بمواقع وطنية محددة. المرجع SOC-2024-5710 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مغلق بعد المراجعة
INC-00916,2021-10-24,منخفضة,نظام التخطيط المؤسسي,بلاغ عن ضياع جهاز يحتوي بيانات هوية منسوبين,فقدان جهاز محمول يحتوي ملفات بها بيانات هوية وتواصل. المرجع SOC-2021-1311 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مغلق
INC-00917,2025-02-19,متوسطة,مركز البيانات الرئيسي,خطة الاستجابة الاستراتيجية لحوادث قطاع الشراكات,خطة استراتيجية لتصعيد الحوادث وتوزيع الأدوار بين الفرق. المرجع SOC-2025-8532 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مغلق بعد المراجعة
INC-00918,2026-06-17,حرجة,نظام الأرشفة الإلكترونية,تقرير استخبارات تهديد عن حملة تستهدف نظام الأرشفة الإلكترونية,تحليل استخبارات مصادر مفتوحة ومغلقة لحملة موجهة ضد جهات وطنية. المرجع SOC-2026-8006 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المراجعة
INC-00919,2021-03-20,منخفضة,منصة تبادل البيانات الوطنية,إعلان تدريب توعوي لمنسوبي قطاع الحلول الحكومية في عرعر,إعلان عن برنامج تدريب توعوي مفتوح للتسجيل. المرجع SOC-2021-2309 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مصعّد
INC-00920,2021-07-23,متوسطة,مركز البيانات الرئيسي,تقييم الأثر الاستراتيجي لانقطاع مركز البيانات الرئيسي,دراسة استراتيجية لأثر الانقطاع على الالتزامات التعاقدية. المرجع SOC-2021-9263 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق
INC-00921,2025-10-17,متوسطة,نظام الأرشفة الإلكترونية,تقييم الأثر الاستراتيجي لانقطاع نظام الأرشفة الإلكترونية,دراسة استراتيجية لأثر الانقطاع على الالتزامات التعاقدية. المرجع SOC-2025-8312 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مغلق بعد المراجعة
INC-00922,2021-08-02,منخفضة,مركز البيانات الرئيسي,تصريح عن اكتمال تحديث أمني في مركز البيانات الرئيسي - 2021,تصريح رسمي عن اكتمال التحديث دون كشف تفاصيل فنية. المرجع SOC-2021-6633 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مصعّد
INC-00923,2020-12-09,متوسطة,شبكة الربط الحكومي,حجب خدمة موزع على شبكة الربط الحكومي - القطيف,تحقيق في هجوم حجب خدمة أثّر على توفر المنصة وخطة الصد. المرجع SOC-2020-2140 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مغلق
INC-00924,2025-05-20,متوسطة,شبكة الاتصالات الداخلية,خطة الاستجابة الاستراتيجية لحوادث قطاع الشراكات,خطة استراتيجية لتصعيد الحوادث وتوزيع الأدوار بين الفرق. المرجع SOC-2025-4342 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,مصعّد
INC-00925,2019-06-01,متوسطة,بوابة المدفوعات الوطنية,اختراق في سلسلة الإمداد عبر مكوّن طرف ثالث (2019),تحقيق في مكوّن مورد يحتوي شيفرة غير موثوقة داخل بيئة الإنتاج. المرجع SOC-2019-5299 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مغلق بعد المراجعة
INC-00926,2019-09-03,حرجة,منصة التوثيق الإلكتروني,إحاطة عاجلة للمركز الوطني بشأن حادثة الرياض,إحاطة تتضمن مؤشرات اختراق ومواقع تأثير لا يجوز تداولها. المرجع SOC-2019-1141 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,قيد المراجعة
INC-00927,2021-12-31,متوسطة,نظام إدارة العقود,كشف بيانات اعتماد إدارية في مستودع شيفرة خارجي,تحقيق في نشر بيانات اعتماد تشغيلية بمستودع عام وإجراءات الإبطال. المرجع SOC-2021-5092 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مغلق
INC-00928,2026-05-25,متوسطة,نظام التخطيط المؤسسي,نتائج اختبار اختراق نظام التخطيط المؤسسي - الربع الرابع 2026,تحقيق هجومي كشف مسارات حقن أوامر قابلة للاستغلال. المرجع SOC-2026-5638 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مصعّد
INC-00929,2024-12-15,عالية,منصة المراسلات الرسمية,تقرير استخبارات تهديد عن حملة تستهدف منصة المراسلات الرسمية,تحليل استخبارات مصادر مفتوحة ومغلقة لحملة موجهة ضد جهات وطنية. المرجع SOC-2024-8027 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,قيد المعالجة
INC-00930,2020-10-14,عالية,منصة التوثيق الإلكتروني,تقييم الأثر الاستراتيجي لانقطاع منصة التوثيق الإلكتروني,دراسة استراتيجية لأثر الانقطاع على الالتزامات التعاقدية. المرجع SOC-2020-4295 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,قيد المعالجة
INC-00931,2024-07-09,عالية,شبكة الاتصالات الداخلية,كشف بيانات اعتماد إدارية في مستودع شيفرة خارجي,تحقيق في نشر بيانات اعتماد تشغيلية بمستودع عام وإجراءات الإبطال. المرجع SOC-2024-4896 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مصعّد
INC-00932,2021-02-28,عالية,نظام التخطيط المؤسسي,تقرير استخبارات تهديد عن حملة تستهدف نظام التخطيط المؤسسي,تحليل استخبارات مصادر مفتوحة ومغلقة لحملة موجهة ضد جهات وطنية. المرجع SOC-2021-1565 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,مغلق بعد المراجعة
INC-00933,2019-02-17,متوسطة,منصة الخدمات الحكومية الموحدة,مخالفة خصوصية في مشاركة سجلات المستفيدين,مشاركة سجلات دون تطبيق ضوابط خصوصية المستفيدين. المرجع SOC-2019-9560 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,قيد المراجعة
INC-00934,2022-01-31,عالية,بوابة الموردين الإلكترونية,تسريب مستندات تفاوضية من بوابة الموردين الإلكترونية,تحقيق في تسريب مستندات ذات قيمة تنافسية إلى خارج الجهة. المرجع SOC-2022-2806 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مغلق
INC-00935,2019-03-29,حرجة,منصة الاجتماعات المؤمّنة,حادثة مساس بمتطلبات سيادة البيانات في منصة الاجتماعات المؤمّنة,نقل بيانات خارج النطاق المصرح بما يخل بمتطلبات سيادة البيانات. المرجع SOC-2019-3079 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مغلق
INC-00936,2019-11-22,متوسطة,بوابة المدفوعات الوطنية,محاولة وصول غير مصرح إلى مواقع تخزين النسخ الاحتياطية,محاولات متكررة للوصول إلى مواقع تخزين النسخ خارج ساعات العمل. المرجع SOC-2019-7481 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,قيد المعالجة
INC-00937,2025-07-24,عالية,نظام التحقق الرقمي,نتائج اختبار اختراق نظام التحقق الرقمي - الربع الثاني 2025,تحقيق هجومي كشف مسارات ثغرة في سلسلة الإمداد قابلة للاستغلال. المرجع SOC-2025-5714 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق
INC-00938,2019-04-22,متوسطة,نظام إدارة الهوية المركزي,تقييم الأثر الاستراتيجي لانقطاع نظام إدارة الهوية المركزي,دراسة استراتيجية لأثر الانقطاع على الالتزامات التعاقدية. المرجع SOC-2019-5975 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,مغلق بعد المراجعة
INC-00939,2025-05-25,متوسطة,نظام الأرشفة الإلكترونية,بلاغ عن ضياع جهاز يحتوي بيانات هوية منسوبين,فقدان جهاز محمول يحتوي ملفات بها بيانات هوية وتواصل. المرجع SOC-2025-2640 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,قيد المعالجة
INC-00940,2020-03-08,متوسطة,نظام الأرشفة الإلكترونية,نتائج اختبار اختراق نظام الأرشفة الإلكترونية - الربع الأول 2020,تحقيق هجومي كشف مسارات ضعف في تشفير القنوات قابلة للاستغلال. المرجع SOC-2020-3489 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,قيد المعالجة
INC-00941,2024-05-02,عالية,بوابة المستفيدين,ثغرة ثغرة في سلسلة الإمداد في بوابة المستفيدين,تحقيق فني في ثغرة مكتشفة وتقييم قابلية الاستغلال وخطة المعالجة. المرجع SOC-2024-7878 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مغلق
INC-00942,2019-09-02,متوسطة,شبكة الاتصالات الداخلية,ثغرة رفع صلاحيات في شبكة الاتصالات الداخلية,تحقيق فني في ثغرة مكتشفة وتقييم قابلية الاستغلال وخطة المعالجة. المرجع SOC-2019-9817 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مغلق بعد المراجعة
INC-00943,2020-04-07,متوسطة,منصة تبادل البيانات الوطنية,مراجعة ما بعد الحادثة لمنصة تبادل البيانات الوطنية,مراجعة تفصيلية لأسباب جذرية وثغرات ضبط لم تُعالج بعد. المرجع SOC-2020-9668 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مصعّد
INC-00944,2022-10-30,عالية,منصة تبادل البيانات الوطنية,رصد تحركات القوات في بيانات تتبع مسربة,ظهور بيانات تحركات القوات ضمن مجموعة بيانات مسربة قيد الفحص. المرجع SOC-2022-2973 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مغلق بعد المراجعة
INC-00945,2021-01-20,حرجة,نظام إدارة الهوية المركزي,حادثة رقم NSI-2021-725 - تصنيف اللجنة العليا,حادثة مصعّدة للجنة العليا لارتباطها بمواقع وطنية محددة. المرجع SOC-2021-1120 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,قيد المراجعة
INC-00946,2024-04-16,عالية,مركز البيانات الاحتياطي,قضية احتيال إلكتروني على بوابة المدفوعات (2024),قضية احتيال قيد المتابعة مع الجهات المختصة وتقدير الخسارة. المرجع SOC-2024-9906 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,قيد المراجعة
INC-00947,2020-11-05,متوسطة,مركز البيانات الرئيسي,محاولة تصيّد موجهة لمنسوبي التدقيق الداخلي,رسائل تصيّد تطلب بيانات هوية ودخول من الموظفين. المرجع SOC-2020-9065 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,قيد المراجعة
INC-00948,2024-08-11,حرجة,منصة تبادل البيانات الوطنية,اشتباه تسريب مفاتيح التشفير الخاصة بمنصة تبادل البيانات الوطنية,مؤشرات على كشف مفاتيح التشفير المستخدمة في حماية قنوات وطنية. المرجع SOC-2024-2052 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مصعّد
INC-00949,2021-04-27,منخفضة,شبكة الربط الحكومي,مذكرة داخلية عن ضبط صلاحيات شبكة الربط الحكومي,مذكرة داخلية لتنظيم منح الصلاحيات ومراجعتها الدورية. المرجع SOC-2021-5824 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,قيد المراجعة
INC-00950,2026-01-26,عالية,نظام التخطيط المؤسسي,نتائج اختبار اختراق نظام التخطيط المؤسسي - الربع الثاني 2026,تحقيق هجومي كشف مسارات ثغرة في سلسلة الإمداد قابلة للاستغلال. المرجع SOC-2026-7191 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,قيد المعالجة
INC-00951,2025-11-06,متوسطة,منصة الاجتماعات المؤمّنة,حجب خدمة موزع على منصة الاجتماعات المؤمّنة - خميس مشيط,تحقيق في هجوم حجب خدمة أثّر على توفر المنصة وخطة الصد. المرجع SOC-2025-8359 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,قيد المعالجة
INC-00952,2026-02-02,متوسطة,نظام النسخ الاحتياطي المركزي,محاولة وصول غير مصرح إلى مواقع تخزين النسخ الاحتياطية,محاولات متكررة للوصول إلى مواقع تخزين النسخ خارج ساعات العمل. المرجع SOC-2026-2328 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مصعّد
INC-00953,2021-04-29,متوسطة,بوابة الموردين الإلكترونية,اختراق في سلسلة الإمداد عبر مكوّن طرف ثالث (2021),تحقيق في مكوّن مورد يحتوي شيفرة غير موثوقة داخل بيئة الإنتاج. المرجع SOC-2021-5888 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مصعّد
INC-00954,2023-12-08,متوسطة,نظام النسخ الاحتياطي المركزي,خطة الاستجابة الاستراتيجية لحوادث قطاع الخدمات الرقمية,خطة استراتيجية لتصعيد الحوادث وتوزيع الأدوار بين الفرق. المرجع SOC-2023-2256 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,قيد المراجعة
INC-00955,2025-07-23,متوسطة,شبكة الربط الحكومي,اختراق في سلسلة الإمداد عبر مكوّن طرف ثالث (2025),تحقيق في مكوّن مورد يحتوي شيفرة غير موثوقة داخل بيئة الإنتاج. المرجع SOC-2025-1551 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مصعّد
INC-00956,2024-10-12,متوسطة,نظام التخطيط المؤسسي,مراجعة ما بعد الحادثة لنظام التخطيط المؤسسي,مراجعة تفصيلية لأسباب جذرية وثغرات ضبط لم تُعالج بعد. المرجع SOC-2024-6746 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مصعّد
INC-00957,2019-08-07,متوسطة,مركز البيانات الرئيسي,تسريب مستندات تفاوضية من مركز البيانات الرئيسي,تحقيق في تسريب مستندات ذات قيمة تنافسية إلى خارج الجهة. المرجع SOC-2019-7911 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مصعّد
INC-00958,2020-10-23,متوسطة,شبكة الربط الحكومي,كشف بيانات اعتماد إدارية في مستودع شيفرة خارجي,تحقيق في نشر بيانات اعتماد تشغيلية بمستودع عام وإجراءات الإبطال. المرجع SOC-2020-4655 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مغلق بعد المراجعة
INC-00959,2019-08-13,متوسطة,منصة المراسلات الرسمية,حجب خدمة موزع على منصة المراسلات الرسمية - بريدة,تحقيق في هجوم حجب خدمة أثّر على توفر المنصة وخطة الصد. المرجع SOC-2019-5848 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,قيد المعالجة
INC-00960,2022-12-04,متوسطة,نظام إدارة العقود,محاولة وصول غير مصرح إلى مواقع تخزين النسخ الاحتياطية,محاولات متكررة للوصول إلى مواقع تخزين النسخ خارج ساعات العمل. المرجع SOC-2022-3841 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق بعد المراجعة
INC-00961,2023-10-20,عالية,نظام التخطيط المؤسسي,ثغرة حقن أوامر في نظام التخطيط المؤسسي,تحقيق فني في ثغرة مكتشفة وتقييم قابلية الاستغلال وخطة المعالجة. المرجع SOC-2023-5705 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مغلق
INC-00962,2019-02-09,حرجة,مركز البيانات الاحتياطي,تنسيق عمليات أمنية مشتركة بعد حادثة مكة المكرمة,إجراءات عمليات أمنية مشتركة مع جهات وطنية عقب الحادثة. المرجع SOC-2019-8307 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,قيد المراجعة
INC-00963,2021-06-30,متوسطة,نظام التحقق الرقمي,اختراق في سلسلة الإمداد عبر مكوّن طرف ثالث (2021),تحقيق في مكوّن مورد يحتوي شيفرة غير موثوقة داخل بيئة الإنتاج. المرجع SOC-2021-1995 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المراجعة
INC-00964,2025-06-27,حرجة,نظام إدارة الهوية المركزي,إحاطة عاجلة للمركز الوطني بشأن حادثة خميس مشيط,إحاطة تتضمن مؤشرات اختراق ومواقع تأثير لا يجوز تداولها. المرجع SOC-2025-2624 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,مغلق بعد المراجعة
INC-00965,2021-06-18,عالية,مركز البيانات الرئيسي,هجوم فدية على مركز البيانات الرئيسي - نجران,قضية ابتزاز إلكتروني قيد المعالجة مع تقييم أثر التوقف التشغيلي. المرجع SOC-2021-8212 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مصعّد
INC-00966,2023-02-10,متوسطة,نظام إدارة العقود,اختراق في سلسلة الإمداد عبر مكوّن طرف ثالث (2023),تحقيق في مكوّن مورد يحتوي شيفرة غير موثوقة داخل بيئة الإنتاج. المرجع SOC-2023-6563 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مغلق بعد المراجعة
INC-00967,2019-11-23,متوسطة,منصة تبادل البيانات الوطنية,كشف غير مقصود لبيانات شخصية في منصة تبادل البيانات الوطنية,إعداد خاطئ أدى لظهور بيانات شخصية لعدد محدود من المستفيدين. المرجع SOC-2019-8353 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق
INC-00968,2022-12-26,متوسطة,شبكة الاتصالات الداخلية,مذكرة داخلية عن ضبط صلاحيات شبكة الاتصالات الداخلية,مذكرة داخلية لتنظيم منح الصلاحيات ومراجعتها الدورية. المرجع SOC-2022-9032 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مصعّد
INC-00969,2025-11-05,عالية,نظام إدارة الهوية المركزي,اشتباه اختراق مرتبط بمواقع تخزين أسلحة خاضعة للرقابة,محاولة وصول إلى سجلات مواقع أسلحة ومواد خاضعة للرقابة. المرجع SOC-2025-5234 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مغلق بعد المراجعة
INC-00970,2022-04-16,عالية,نظام إدارة الهوية المركزي,إنذار أمني بشأن منشأة نووي الاستخدام المدني في أبها,إنذار تقني مرتبط بأنظمة منشأة نووي الاستخدام المدني. المرجع SOC-2022-1076 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مصعّد
INC-00971,2023-06-05,عالية,نظام التحقق الرقمي,تنسيق عمليات أمنية مشتركة بعد حادثة الأحساء,إجراءات عمليات أمنية مشتركة مع جهات وطنية عقب الحادثة. المرجع SOC-2023-4579 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق
INC-00972,2025-05-15,متوسطة,نظام إدارة الهوية المركزي,مذكرة داخلية عن ضبط صلاحيات نظام إدارة الهوية المركزي,مذكرة داخلية لتنظيم منح الصلاحيات ومراجعتها الدورية. المرجع SOC-2025-7914 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مغلق
INC-00973,2024-01-12,عالية,منصة التحليلات المؤسسية,تقرير استخبارات تهديد عن حملة تستهدف منصة التحليلات المؤسسية,تحليل استخبارات مصادر مفتوحة ومغلقة لحملة موجهة ضد جهات وطنية. المرجع SOC-2024-3749 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المراجعة
