record_id,entity_name_ar,cr_number,main_activity,city,registration_status,dataset_source,license
OPEN-00494,مجموعة الحميدي للأمن السيبراني,6006861725,الاستيراد والتصدير,جازان,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00495,مكتب الرشيدي للتطوير البرمجي,5606209928,الصناعة التحويلية,تبوك,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00496,شركة العرجاني للطباعة والنشر,2051997438,التعليم والتدريب,الجبيل,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00497,مصنع العامري لتقنية المعلومات,6006266677,الصناعة التحويلية,جازان,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00498,مكتب البقمي للمستشفيات,4031254823,الاستشارات,مكة المكرمة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00499,شركة المقرن للاستشارات,4650163255,التعليم والتدريب,المدينة المنورة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00500,مختبرات السلمي للطباعة والنشر,5855500925,الأمن والحراسة,أبها,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00501,شركة مساهمة الزبيدي لإدارة المشاريع,6006908984,الاستشارات,جازان,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00502,مركز العتيبي للخدمات المالية,2051399602,البناء والتشييد,الجبيل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00503,شركة الرشيدي للبنية التحتية,4032889200,البناء والتشييد,الطائف,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00504,مركز الحميدي للإعلام والتواصل,6006566414,التجارة الإلكترونية,جازان,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00505,شركة السواط للترجمة والتعريب,7106147758,التمويل والبنوك,سكاكا,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00506,مجموعة القرشي لتقنية المعلومات,4650530495,الصناعات الغذائية,المدينة المنورة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00507,مختبرات الجهني للتسويق الرقمي,5855134276,الطاقة والكهرباء,أبها,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00508,مجموعة البلوي للخدمات المالية,2051920349,الشحن والنقل,الجبيل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00509,مصنع البلوي للخدمات اللوجستية,5606055554,الإعلام والتواصل,تبوك,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00510,مؤسسة العامري للتجهيزات الطبية,3206414797,الاستشارات,حائل,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00511,مركز المطيري للتجهيزات الطبية,2051792714,الصناعة التحويلية,الجبيل,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00512,مكتب العرجاني للصناعات الغذائية,6006015361,السياحة والضيافة,جازان,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00513,شركة مساهمة السواط للاتصالات,4031827063,البحث والتطوير,مكة المكرمة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00514,شركة الشهري للتطوير البرمجي,5854796215,الصناعات الغذائية,خميس مشيط,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00515,مختبرات المطيري للطباعة والنشر,6906368296,التجارة الإلكترونية,عرعر,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00516,مركز الزهراني للصناعات الغذائية,6506631498,الأمن والحراسة,نجران,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00517,مركز البقمي للترجمة والتعريب,3206117299,الإعلام والتواصل,حائل,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00518,مجموعة الفيفي للخدمات اللوجستية,1010971363,تجارة التجزئة,الرياض,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00519,مجموعة العمري للاستشارات,2051977438,تقنية المعلومات,الجبيل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00520,مركز المرواني للمقاولات,4652012313,الخدمات الحكومية,ينبع,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00521,شركة الأسمري لتقنية المعلومات,3406551698,الخدمات اللوجستية,بريدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00522,مجموعة الجهني لإدارة المشاريع,3206692257,الخدمات الحكومية,حائل,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00523,شركة مساهمة المالكي للصناعات الغذائية,5854157265,الاستيراد والتصدير,خميس مشيط,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00524,شركة السديري للبنية التحتية,4031510849,الاستشارات,مكة المكرمة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00525,شركة مساهمة التميمي للخدمات اللوجستية,4650606044,الخدمات الصحية,المدينة المنورة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00526,شركة الجهني للخدمات البيئية,5855704172,الأمن والحراسة,أبها,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00527,شركة مساهمة الشمري للتسويق الرقمي,6906558752,الخدمات اللوجستية,عرعر,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00528,شركة الحوساوي للصناعات الغذائية,1010959110,تجارة التجزئة,الرياض,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00529,شركة مساهمة القرشي للاستشارات,2050080311,المقاولات,الدمام,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00530,شركة مساهمة الغامدي للتجهيزات الطبية,1010240952,الصناعات الغذائية,الرياض,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00531,مكتب السلمي للمقاولات,4032030955,التعليم والتدريب,الطائف,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00532,شركة مساهمة العامري للطباعة والنشر,3406185410,البناء والتشييد,بريدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00533,مكتب الحوساوي للاستشارات,7106617842,السياحة والضيافة,سكاكا,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00534,مصنع السواط للتعليم والتدريب,6506569341,الصناعة التحويلية,نجران,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00535,مؤسسة المطيري للترجمة والتعريب,1010926741,تجارة التجزئة,الرياض,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00536,مكتب الشهري للأعمال العقارية,2050598242,التجارة الإلكترونية,الدمام,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00537,مركز الغامدي للبنية التحتية,5855720334,تقنية المعلومات,أبها,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00538,مختبرات السلمي للاتصالات,2050870357,التعليم والتدريب,الدمام,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00539,مؤسسة الفيفي للمستشفيات,4030753528,الأمن والحراسة,جدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00540,مختبرات الأسمري للاتصالات,4650964568,التعليم والتدريب,المدينة المنورة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00541,شركة العتيبي للاستشارات,5855808912,التجارة الإلكترونية,أبها,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00542,مصنع التميمي لتقنية المعلومات,7106158675,الصناعة التحويلية,سكاكا,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00543,مركز الشمري للخدمات المالية,5855378062,تقنية المعلومات,أبها,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00544,شركة الفيفي للمستشفيات,7106121406,المقاولات,سكاكا,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00545,مختبرات المرواني للتعليم والتدريب,4032221419,الإعلام والتواصل,الطائف,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00546,مختبرات الفيفي للمستشفيات,6906505742,تقنية المعلومات,عرعر,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00547,شركة مساهمة الغامدي للتجهيزات الطبية,4650525060,الطاقة والكهرباء,المدينة المنورة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00548,مختبرات السهلي للتعليم والتدريب,4031535743,تجارة التجزئة,مكة المكرمة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00549,مركز القرني للطباعة والنشر,5854356815,الاستيراد والتصدير,خميس مشيط,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00550,شركة مساهمة البلوي للمقاولات,5606805158,تجارة التجزئة,تبوك,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00551,مختبرات العوفي للاستشارات,5606930721,الاستشارات,تبوك,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00552,مؤسسة الغامدي لإدارة المشاريع,4032135452,الصناعة التحويلية,الطائف,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00553,مختبرات المالكي للتعليم والتدريب,3206527239,الصناعة التحويلية,حائل,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00554,مصنع الثبيتي للطباعة والنشر,4032033907,الطاقة والكهرباء,الطائف,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00555,مركز العسيري للاتصالات,5606262160,السياحة والضيافة,تبوك,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00556,مصنع السواط للمقاولات,6006501582,السياحة والضيافة,جازان,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00557,مجموعة الشهري لإدارة المشاريع,4032710935,التمويل والبنوك,الطائف,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00558,شركة مساهمة المطيري للصناعات الغذائية,3406112298,الاستشارات,بريدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00559,مختبرات الصاعدي لتقنية المعلومات,4030071031,الشحن والنقل,جدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00560,مؤسسة الزياني لتقنية المعلومات,4032673994,الخدمات اللوجستية,الطائف,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00561,مركز الدوسري للصناعات الغذائية,4030487961,الاستيراد والتصدير,جدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00562,شركة مساهمة السلمي للتطوير البرمجي,6006766901,الإعلام والتواصل,جازان,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00563,مختبرات الزهراني للخدمات اللوجستية,4650981067,تجارة التجزئة,المدينة المنورة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00564,مركز الثبيتي لتقنية المعلومات,5854854491,الأمن والحراسة,خميس مشيط,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00565,مكتب القرني للخدمات المالية,1010802604,الشحن والنقل,الرياض,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00566,شركة مساهمة اليامي للأمن السيبراني,5606923183,الخدمات الحكومية,تبوك,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00567,شركة الزياني للطباعة والنشر,6906236325,الخدمات الصحية,عرعر,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00568,شركة العوفي للأمن السيبراني,1010205448,السياحة والضيافة,الرياض,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00569,شركة العامري للطباعة والنشر,2051425124,المقاولات,الجبيل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00570,مكتب الزبيدي للخدمات المالية,2051978147,تقنية المعلومات,الجبيل,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00571,مؤسسة البلوي للأمن السيبراني,4030633801,تجارة التجزئة,جدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00572,مجموعة البلوي للبنية التحتية,3406804104,السياحة والضيافة,بريدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00573,مؤسسة البقمي للاتصالات,4031996317,تقنية المعلومات,مكة المكرمة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00574,مختبرات الدوسري للترجمة والتعريب,1010679487,تجارة التجزئة,الرياض,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00575,مؤسسة الشهراني للتجهيزات الطبية,4031142949,الصناعة التحويلية,مكة المكرمة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00576,مصنع المسعود للخدمات البيئية,7106440896,الاستشارات,سكاكا,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00577,مصنع العتيبي للإعلام والتواصل,4031045947,الخدمات الصحية,مكة المكرمة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00578,مكتب الحربي للبنية التحتية,5855180341,البناء والتشييد,أبها,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00579,مصنع العامري للطباعة والنشر,3206537723,التعليم والتدريب,حائل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00580,شركة الرويلي للصناعات الغذائية,4650838446,الطاقة والكهرباء,المدينة المنورة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00581,شركة الثبيتي للتسويق الرقمي,2051434111,الشحن والنقل,الجبيل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00582,مكتب الربيعي للاتصالات,4032108459,السياحة والضيافة,الطائف,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00583,شركة مساهمة السبيعي للاتصالات,4032600365,التجارة الإلكترونية,الطائف,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00584,مكتب المرواني للإعلام والتواصل,3406710885,التجارة الإلكترونية,بريدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00585,شركة الأسمري للبنية التحتية,6006649171,الاستيراد والتصدير,جازان,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00586,شركة الحوساوي للإعلام والتواصل,5606233395,تجارة التجزئة,تبوك,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00587,مركز الزياني للخدمات البيئية,3206944266,السياحة والضيافة,حائل,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00588,مؤسسة القحطاني للاستشارات,3406060810,الخدمات اللوجستية,بريدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00589,مركز العوفي للطباعة والنشر,4652390954,التجارة الإلكترونية,ينبع,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00590,شركة القرني للصناعات الغذائية,4032470461,التجارة الإلكترونية,الطائف,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00591,مؤسسة العوفي للأعمال العقارية,1010701915,المقاولات,الرياض,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00592,مؤسسة المقرن للصناعات الغذائية,2051043552,التمويل والبنوك,الجبيل,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00593,مؤسسة العرجاني للاستشارات,1010082288,التعليم والتدريب,الرياض,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00594,مصنع العوفي للبنية التحتية,4030096352,السياحة والضيافة,جدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00595,مجموعة السلمي للتطوير البرمجي,7106907068,تقنية المعلومات,سكاكا,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00596,مجموعة الحوساوي للمقاولات,4652698449,التمويل والبنوك,ينبع,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00597,مكتب البلوي للخدمات المالية,4031693756,البناء والتشييد,مكة المكرمة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00598,مختبرات العامري للمقاولات,5606013215,تقنية المعلومات,تبوك,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00599,شركة مساهمة المسعود للتسويق الرقمي,5606700207,السياحة والضيافة,تبوك,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00600,مصنع الخالدي للبنية التحتية,5606925158,الاستيراد والتصدير,تبوك,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00601,مؤسسة الرويلي للترجمة والتعريب,4032310565,التجارة الإلكترونية,الطائف,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00602,مركز السهلي للترجمة والتعريب,5855431305,الخدمات الصحية,أبها,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00603,مصنع الصاعدي لإدارة المشاريع,3206740382,البحث والتطوير,حائل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00604,مجموعة السلمي للطباعة والنشر,6906929749,البناء والتشييد,عرعر,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00605,مؤسسة الشهراني للإعلام والتواصل,3406767296,الخدمات الصحية,بريدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00606,مصنع المسعود لإدارة المشاريع,3206475614,الشحن والنقل,حائل,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00607,مكتب التميمي لإدارة المشاريع,3406068605,البناء والتشييد,بريدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00608,مختبرات المرواني للطباعة والنشر,4030114630,التعليم والتدريب,جدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00609,مؤسسة الحوساوي للخدمات البيئية,4032402727,الخدمات الصحية,الطائف,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00610,مجموعة السواط للأعمال العقارية,6506191354,الخدمات الحكومية,نجران,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00611,مكتب الثبيتي لتقنية المعلومات,4650202682,التجارة الإلكترونية,المدينة المنورة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00612,مصنع الحميدي للإعلام والتواصل,4030998254,تجارة التجزئة,جدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00613,مؤسسة الربيعي للاستشارات,6506746877,الخدمات الصحية,نجران,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00614,مؤسسة المسعود للخدمات اللوجستية,5854567799,التجارة الإلكترونية,خميس مشيط,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00615,مختبرات الزبيدي للأمن السيبراني,6006606877,الاستشارات,جازان,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00616,شركة المطيري لتقنية المعلومات,6506406419,الخدمات الحكومية,نجران,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00617,مركز المطيري للاستشارات,5854438010,البحث والتطوير,خميس مشيط,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00618,شركة مساهمة الربيعي للأمن السيبراني,3206400551,البحث والتطوير,حائل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00619,مكتب العسيري للتعليم والتدريب,6006672961,تجارة التجزئة,جازان,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00620,مجموعة الشهري للإعلام والتواصل,5855023272,الأمن والحراسة,أبها,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00621,شركة مساهمة الحميدي للاتصالات,4652084829,الخدمات الصحية,ينبع,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00622,شركة مساهمة المطيري للإعلام والتواصل,4031938077,الإعلام والتواصل,مكة المكرمة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00623,شركة الغامدي للصناعات الغذائية,4652167045,التجارة الإلكترونية,ينبع,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00624,مختبرات الحازمي للبنية التحتية,1010696657,الاستيراد والتصدير,الرياض,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00625,مؤسسة التميمي للخدمات اللوجستية,6906939967,البحث والتطوير,عرعر,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00626,شركة مساهمة العنزي للأمن السيبراني,5855137489,الخدمات الحكومية,أبها,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00627,مؤسسة الشريف للإعلام والتواصل,4030812568,التعليم والتدريب,جدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00628,شركة مساهمة العمري للترجمة والتعريب,4650202181,الإعلام والتواصل,المدينة المنورة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00629,مكتب السلمي للصناعات الغذائية,1010203307,الإعلام والتواصل,الرياض,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00630,شركة المرواني للمقاولات,1010868050,تجارة التجزئة,الرياض,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00631,مجموعة الشمري للتجهيزات الطبية,6906297256,تقنية المعلومات,عرعر,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00632,مجموعة الرشيدي للأمن السيبراني,4032985652,الصناعة التحويلية,الطائف,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00633,مختبرات الشمري للمستشفيات,6506820918,الخدمات الحكومية,نجران,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00634,مختبرات العرجاني للطباعة والنشر,4031882870,التجارة الإلكترونية,مكة المكرمة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00635,مصنع الشهري للمستشفيات,6506440215,البحث والتطوير,نجران,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00636,مجموعة المرواني لتقنية المعلومات,5855068512,البناء والتشييد,أبها,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00637,مؤسسة الزهراني للخدمات المالية,7106281969,الأمن والحراسة,سكاكا,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00638,مكتب الحربي لإدارة المشاريع,4650634956,الصناعات الغذائية,المدينة المنورة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00639,مؤسسة العمري للتسويق الرقمي,7106685707,الخدمات الحكومية,سكاكا,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00640,مجموعة الزهراني لإدارة المشاريع,1010606727,الطاقة والكهرباء,الرياض,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00641,مختبرات البلوي للترجمة والتعريب,4030996087,التجارة الإلكترونية,جدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00642,مؤسسة الحازمي للتجهيزات الطبية,4650065012,البحث والتطوير,المدينة المنورة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
