initiative_id,created_date,initiative_title_ar,description_ar,owning_sector,approval_stage,disclosure_status
INIT-01088,2020-10-09,تحقيق جدوى موسّع لبرنامج أمن سلاسل الإمداد,تحقيق جدوى يتضمن أرقامًا مالية غير معلنة وسيناريوهات المخاطر. المرجع INI-2020-9076 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مرفوعة للجنة,غير معلن
INIT-01089,2019-12-08,خطة دخول سوق الدمام - نسخة غير معلنة,خطة استراتيجية لدخول السوق وتقديرات الحصة المستهدفة. المرجع INI-2019-3209 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,بانتظار الاعتماد,غير معلن
INIT-01090,2020-12-04,المشروع الوطني المرجعي رقم NP-920 - تداول اللجنة العليا,مشروع لا تُتداول تفاصيله خارج اللجنة العليا لارتباطه بمواقع وطنية. المرجع INI-2020-8709 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,معتمدة داخليًا,غير معلن
INIT-01091,2019-08-16,مشروع منظومة اتصالات لجهة عسكري الطابع,متطلبات منظومة اتصالات لجهة عسكري الطابع وقيود التسليم. المرجع INI-2019-2468 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد التنفيذ المبدئي,غير معلن
INIT-01092,2026-03-24,مبادرة داخلية رقم SI-2026-271 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2026-8320 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,معتمدة داخليًا,غير معلن
INIT-01093,2020-02-24,تحقيق جدوى موسّع لبرنامج أمن سلاسل الإمداد,تحقيق جدوى يتضمن أرقامًا مالية غير معلنة وسيناريوهات المخاطر. المرجع INI-2020-1559 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مرفوعة للجنة,غير معلن
INIT-01094,2019-02-27,نموذج تسعير برنامج الاستحواذ التقني للمنافسات الحكومية,هوامش وحدود تسعير استراتيجية غير قابلة للإفصاح للمنافسين. المرجع INI-2019-4074 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,معتمدة داخليًا,معلن جزئيًا
INIT-01095,2021-01-07,معاهدة تعاون تقني قيد التفاوض مع شريك تقني عالمي,نص معاهدة تعاون تقني قيد التفاوض وبنود نقل المعرفة. المرجع INI-2021-9230 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,بانتظار الاعتماد,معلن جزئيًا
INIT-01096,2025-12-18,نموذج تسعير برنامج الاستحواذ التقني للمنافسات الحكومية,هوامش وحدود تسعير استراتيجية غير قابلة للإفصاح للمنافسين. المرجع INI-2025-4053 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,قيد الدراسة,معلن جزئيًا
INIT-01097,2022-06-10,الميزانية الاستراتيجية لبرنامج أمن سلاسل الإمداد 2022-2026,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2022-1674 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,قيد الدراسة,معلن جزئيًا
INIT-01098,2020-05-01,مسار تفاوض دبلوماسي لتوطين برنامج المرونة التشغيلية,مسار ذو طابع دبلوماسي لتوطين التقنية مع أطراف خارجية. المرجع INI-2020-2472 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,قيد الدراسة,معلن جزئيًا
INIT-01099,2021-03-13,مبادرة داخلية رقم SI-2021-439 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2021-1360 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,مسودة أولية,معلن جزئيًا
INIT-01100,2020-06-18,إعادة هيكلة قطاع العمليات - قبل الاعتماد,تصور إعادة الهيكلة وأثرها الوظيفي قبل الاعتماد من المجلس. المرجع INI-2020-3573 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,قيد التنفيذ المبدئي,غير معلن
INIT-01101,2026-01-12,الميزانية الاستراتيجية لبرنامج أمن سلاسل الإمداد 2026-2030,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2026-6934 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,قيد الدراسة,غير معلن
INIT-01102,2023-10-30,نموذج تسعير برنامج الحوسبة السيادية للمنافسات الحكومية,هوامش وحدود تسعير استراتيجية غير قابلة للإفصاح للمنافسين. المرجع INI-2023-2599 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,مسودة أولية,معلن جزئيًا
INIT-01103,2025-05-09,بيان صحفي عن شراكة معلنة في مكة المكرمة - 2025,بيان صحفي منشور عن شراكة تم الإعلان عنها رسميًا. المرجع INI-2025-4684 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,قيد الدراسة,معلن
INIT-01104,2026-01-17,المشروع الوطني المرجعي رقم NP-315 - تداول اللجنة العليا,مشروع لا تُتداول تفاصيله خارج اللجنة العليا لارتباطه بمواقع وطنية. المرجع INI-2026-2552 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,قيد الدراسة,غير معلن
INIT-01105,2026-05-27,مذكرة داخلية لمتابعة مؤشرات برنامج تكامل الأنظمة الحكومية,مذكرة داخلية دورية لمتابعة مؤشرات التنفيذ بين الإدارات. المرجع INI-2026-7468 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,قيد الدراسة,غير معلن
INIT-01106,2021-10-23,المشروع الوطني المرجعي رقم NP-352 - تداول اللجنة العليا,مشروع لا تُتداول تفاصيله خارج اللجنة العليا لارتباطه بمواقع وطنية. المرجع INI-2021-4423 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد التنفيذ المبدئي,غير معلن
INIT-01107,2022-07-27,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2022-1146 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,قيد الدراسة,غير معلن
INIT-01108,2026-03-11,تحقيق جدوى موسّع لبرنامج أمن سلاسل الإمداد,تحقيق جدوى يتضمن أرقامًا مالية غير معلنة وسيناريوهات المخاطر. المرجع INI-2026-6909 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,مسودة أولية,معلن جزئيًا
INIT-01109,2022-03-24,معاهدة تعاون تقني قيد التفاوض مع شريك تقني عالمي,نص معاهدة تعاون تقني قيد التفاوض وبنود نقل المعرفة. المرجع INI-2022-7211 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,معتمدة داخليًا,معلن جزئيًا
INIT-01110,2026-05-01,خطة التخارج الاستراتيجية من عقد تشغيل كبير,خيارات التخارج الاستراتيجية وأثرها المالي على الإيرادات. المرجع INI-2026-6765 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,معتمدة داخليًا,غير معلن
INIT-01111,2019-07-15,خطة دخول سوق بريدة - نسخة غير معلنة,خطة استراتيجية لدخول السوق وتقديرات الحصة المستهدفة. المرجع INI-2019-4537 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مرفوعة للجنة,غير معلن
INIT-01112,2022-02-21,خطة دخول سوق الخبر - نسخة غير معلنة,خطة استراتيجية لدخول السوق وتقديرات الحصة المستهدفة. المرجع INI-2022-9683 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,قيد التنفيذ المبدئي,غير معلن
INIT-01113,2022-12-03,خطة دخول سوق ينبع - نسخة غير معلنة,خطة استراتيجية لدخول السوق وتقديرات الحصة المستهدفة. المرجع INI-2022-5485 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,معتمدة داخليًا,غير معلن
INIT-01114,2023-08-28,إعلان انطلاق برنامج أمن سلاسل الإمداد - قطاع البنية التحتية 2023,إعلان رسمي عن انطلاق البرنامج وأهدافه المعلنة. المرجع INI-2023-1516 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,قيد الدراسة,معلن
INIT-01115,2025-08-23,خطة التخارج الاستراتيجية من عقد تشغيل كبير,خيارات التخارج الاستراتيجية وأثرها المالي على الإيرادات. المرجع INI-2025-9615 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,قيد الدراسة,معلن جزئيًا
INIT-01116,2022-11-07,مذكرة تفاهم مع دولة شريكة لتنفيذ برنامج المدن الذكية,مسودة مذكرة تفاهم لم تُوقّع بعد وتتضمن التزامات مالية. المرجع INI-2022-2475 · الجهة المعنية: قطاع البنية التحتية.,,معتمدة داخليًا,معلن جزئيًا
INIT-01117,2023-09-24,الميزانية الاستراتيجية لبرنامج المرونة التشغيلية 2023-2025,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2023-7694 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,معتمدة داخليًا,معلن جزئيًا
INIT-01118,2022-05-22,مبادرة تحليل استخبارات التهديد الوطنية,بناء قدرة استخبارات تهديد مشتركة بين الجهات الوطنية. المرجع INI-2022-4125 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,قيد التنفيذ المبدئي,غير معلن
INIT-01119,2020-07-04,عرض أسعار استشاري لمرحلة تصميم برنامج المدن الذكية,عرض أسعار مقدم من بيت خبرة ضمن نطاق محدود. المرجع INI-2020-9688 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,بانتظار الاعتماد,معلن جزئيًا
INIT-01120,2025-01-17,مبادرة الحوسبة السيادية وحماية سيادة البيانات,تصميم بيئة تضمن سيادة البيانات الوطنية وحدود الاستضافة المسموحة. المرجع INI-2025-1095 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,بانتظار الاعتماد,غير معلن
INIT-01121,2020-07-21,الميزانية الاستراتيجية لبرنامج تحديث البنية التقنية 2020-2024,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2020-9500 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,معتمدة داخليًا,معلن جزئيًا
INIT-01122,2021-06-13,برنامج تشغيل منشأة حيوية وطنية في حائل,نطاق تشغيل منشأة حيوية وطنية وحدود المسؤولية التشغيلية. المرجع INI-2021-9701 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مسودة أولية,غير معلن
INIT-01123,2024-12-13,مصفوفة الشركاء المحتملين لبرنامج الذكاء الاصطناعي المؤسسي,تقييم شركاء محتملين وشروط التفضيل قبل الإفصاح للسوق. المرجع INI-2024-5539 · الجهة المعنية: قطاع العمليات.,,قيد الدراسة,معلن جزئيًا
INIT-01124,2022-03-29,مشروع تحديث أنظمة مستودع وقود استراتيجي - مرحلة 3,تحديث أنظمة تحكم منشأة حيوية وجدول الإيقاف المخطط. المرجع INI-2022-4143 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,مرفوعة للجنة,غير معلن
INIT-01125,2021-01-05,مشروع منظومة اتصالات لجهة عسكري الطابع,متطلبات منظومة اتصالات لجهة عسكري الطابع وقيود التسليم. المرجع INI-2021-7833 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,معتمدة داخليًا,غير معلن
INIT-01126,2020-05-29,مسار تفاوض دبلوماسي لتوطين برنامج التوسع الإقليمي,مسار ذو طابع دبلوماسي لتوطين التقنية مع أطراف خارجية. المرجع INI-2020-7228 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,معتمدة داخليًا,غير معلن
INIT-01127,2024-03-24,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2024-1289 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,قيد الدراسة,غير معلن
INIT-01128,2022-08-26,مبادرة إدارة مفاتيح التشفير على مستوى الجهات الوطنية,تصميم مركزي لإدارة مفاتيح التشفير عبر الأنظمة الوطنية. المرجع INI-2022-5053 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,قيد الدراسة,غير معلن
INIT-01129,2024-04-21,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2024-2854 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,مسودة أولية,غير معلن
INIT-01130,2026-01-07,مصفوفة الشركاء المحتملين لبرنامج أمن سلاسل الإمداد,تقييم شركاء محتملين وشروط التفضيل قبل الإفصاح للسوق. المرجع INI-2026-6038 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,مرفوعة للجنة,معلن جزئيًا
INIT-01131,2021-11-02,المشروع الوطني المرجعي رقم NP-935 - تداول اللجنة العليا,مشروع لا تُتداول تفاصيله خارج اللجنة العليا لارتباطه بمواقع وطنية. المرجع INI-2021-1100 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد التنفيذ المبدئي,غير معلن
INIT-01132,2020-10-30,خطة الاستحواذ الاستراتيجية على مزوّد تقني إقليمي,خطة استراتيجية للاستحواذ مع تقييم مبدئي وهيكل تمويل مقترح. المرجع INI-2020-8637 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,مرفوعة للجنة,معلن جزئيًا
INIT-01133,2019-05-22,مبادرة إدارة مفاتيح التشفير على مستوى الجهات الوطنية,تصميم مركزي لإدارة مفاتيح التشفير عبر الأنظمة الوطنية. المرجع INI-2019-4995 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,مسودة أولية,غير معلن
INIT-01134,2024-06-14,خطة التخارج الاستراتيجية من عقد تشغيل كبير,خيارات التخارج الاستراتيجية وأثرها المالي على الإيرادات. المرجع INI-2024-4160 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,معتمدة داخليًا,غير معلن
INIT-01135,2024-12-28,إعادة هيكلة قطاع الأعمال المؤسسية - قبل الاعتماد,تصور إعادة الهيكلة وأثرها الوظيفي قبل الاعتماد من المجلس. المرجع INI-2024-9711 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-01136,2023-02-23,منشور تعريفي بمخرجات برنامج الحوسبة السيادية في الأحساء,منشور تعريفي عام بالمخرجات المعلنة للبرنامج. المرجع INI-2023-6991 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مرفوعة للجنة,معلن
INIT-01137,2021-01-07,الميزانية الاستراتيجية لبرنامج الذكاء الاصطناعي المؤسسي 2021-2024,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2021-6651 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,معتمدة داخليًا,معلن جزئيًا
INIT-01138,2025-11-06,بيان صحفي عن شراكة معلنة في خميس مشيط - 2025,بيان صحفي منشور عن شراكة تم الإعلان عنها رسميًا. المرجع INI-2025-9898 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,بانتظار الاعتماد,معلن
INIT-01139,2021-02-26,مذكرة تفاهم مع صندوق استثماري دولي لتنفيذ برنامج المدن الذكية,مسودة مذكرة تفاهم لم تُوقّع بعد وتتضمن التزامات مالية. المرجع INI-2021-8115 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,بانتظار الاعتماد,معلن جزئيًا
INIT-01140,2021-06-04,مسار تفاوض دبلوماسي لتوطين برنامج الحوسبة السيادية,مسار ذو طابع دبلوماسي لتوطين التقنية مع أطراف خارجية. المرجع INI-2021-7541 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,مسودة أولية,غير معلن
INIT-01141,2023-12-06,مشروع تحديث أنظمة محطة ضخ رئيسية - مرحلة 4,تحديث أنظمة تحكم منشأة حيوية وجدول الإيقاف المخطط. المرجع INI-2023-5763 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,مسودة أولية,غير معلن
INIT-01142,2024-10-31,مذكرة تفاهم مع شريك تقني عالمي لتنفيذ برنامج تحديث البنية التقنية,مسودة مذكرة تفاهم لم تُوقّع بعد وتتضمن التزامات مالية. المرجع INI-2024-8478 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد التنفيذ المبدئي,غير معلن
INIT-01143,2019-02-26,مبادرة تحليل استخبارات التهديد الوطنية,بناء قدرة استخبارات تهديد مشتركة بين الجهات الوطنية. المرجع INI-2019-5157 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,بانتظار الاعتماد,غير معلن
INIT-01144,2023-07-17,برنامج تشغيل منشأة حيوية وطنية في نجران,نطاق تشغيل منشأة حيوية وطنية وحدود المسؤولية التشغيلية. المرجع INI-2023-1867 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,بانتظار الاعتماد,غير معلن
INIT-01145,2023-08-30,تحقيق جدوى موسّع لبرنامج المرونة التشغيلية,تحقيق جدوى يتضمن أرقامًا مالية غير معلنة وسيناريوهات المخاطر. المرجع INI-2023-3708 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,قيد الدراسة,غير معلن
INIT-01146,2020-10-18,مسار تفاوض دبلوماسي لتوطين برنامج التوسع الإقليمي,مسار ذو طابع دبلوماسي لتوطين التقنية مع أطراف خارجية. المرجع INI-2020-2268 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,قيد الدراسة,غير معلن
INIT-01147,2024-07-13,خطة التخارج الاستراتيجية من عقد تشغيل كبير,خيارات التخارج الاستراتيجية وأثرها المالي على الإيرادات. المرجع INI-2024-2982 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,قيد التنفيذ المبدئي,غير معلن
INIT-01148,2024-02-19,مسار تفاوض دبلوماسي لتوطين برنامج التوسع الإقليمي,مسار ذو طابع دبلوماسي لتوطين التقنية مع أطراف خارجية. المرجع INI-2024-3571 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,بانتظار الاعتماد,غير معلن
INIT-01149,2021-01-27,مصفوفة الشركاء المحتملين لبرنامج التوسع الإقليمي,تقييم شركاء محتملين وشروط التفضيل قبل الإفصاح للسوق. المرجع INI-2021-1230 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,مسودة أولية,معلن جزئيًا
INIT-01150,2023-09-25,خطة الاستحواذ الاستراتيجية على مزوّد تقني إقليمي,خطة استراتيجية للاستحواذ مع تقييم مبدئي وهيكل تمويل مقترح. المرجع INI-2023-2981 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,مسودة أولية,غير معلن
INIT-01151,2021-03-05,مبادرة الحوسبة السيادية وحماية سيادة البيانات,تصميم بيئة تضمن سيادة البيانات الوطنية وحدود الاستضافة المسموحة. المرجع INI-2021-4378 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,قيد التنفيذ المبدئي,غير معلن
INIT-01152,2020-07-27,خطة دخول سوق الدمام - نسخة غير معلنة,خطة استراتيجية لدخول السوق وتقديرات الحصة المستهدفة. المرجع INI-2020-3269 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-01153,2020-11-02,إحصاءات أثر برنامج التوسع الإقليمي المعلنة - الربع الثاني 2020,إحصاءات معلنة عن أثر البرنامج على مستوى الخدمة. المرجع INI-2020-9258 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,مرفوعة للجنة,معلن
INIT-01154,2025-02-07,متطلبات ربط شبكي لبرنامج التوسع الإقليمي,مخطط الشبكة المطلوب لربط بيئات المشروع الداخلية. المرجع INI-2025-9721 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,مسودة أولية,غير معلن
INIT-01155,2024-04-29,مصفوفة الشركاء المحتملين لبرنامج التوسع الإقليمي,تقييم شركاء محتملين وشروط التفضيل قبل الإفصاح للسوق. المرجع INI-2024-4226 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,بانتظار الاعتماد,معلن جزئيًا
INIT-01156,2025-01-17,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2025-3184 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,قيد الدراسة,غير معلن
INIT-01157,2020-06-11,مبادرة الحوسبة السيادية وحماية سيادة البيانات,تصميم بيئة تضمن سيادة البيانات الوطنية وحدود الاستضافة المسموحة. المرجع INI-2020-6609 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,مسودة أولية,غير معلن
INIT-01158,2020-10-19,منشور تعريفي بمخرجات برنامج التوسع الإقليمي في الجبيل,منشور تعريفي عام بالمخرجات المعلنة للبرنامج. المرجع INI-2020-1121 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,مرفوعة للجنة,معلن
INIT-01159,2023-12-02,مبادرة الحوسبة السيادية وحماية سيادة البيانات,تصميم بيئة تضمن سيادة البيانات الوطنية وحدود الاستضافة المسموحة. المرجع INI-2023-1082 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,معتمدة داخليًا,غير معلن
INIT-01160,2024-07-15,خطة توزيع الكوادر على برنامج المرونة التشغيلية,توزيع كوادر مع بيانات شخصية ومسميات وظيفية تفصيلية. المرجع INI-2024-3966 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-01161,2024-12-06,خطة دخول سوق الدمام - نسخة غير معلنة,خطة استراتيجية لدخول السوق وتقديرات الحصة المستهدفة. المرجع INI-2024-3097 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,مرفوعة للجنة,غير معلن
INIT-01162,2024-01-15,معاهدة تعاون تقني قيد التفاوض مع منظمة إقليمية,نص معاهدة تعاون تقني قيد التفاوض وبنود نقل المعرفة. المرجع INI-2024-2817 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,معتمدة داخليًا,معلن جزئيًا
INIT-01163,2023-08-13,معاهدة تعاون تقني قيد التفاوض مع صندوق استثماري دولي,نص معاهدة تعاون تقني قيد التفاوض وبنود نقل المعرفة. المرجع INI-2023-3698 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,بانتظار الاعتماد,غير معلن
INIT-01164,2019-06-10,مذكرة داخلية لمتابعة مؤشرات برنامج المرونة التشغيلية,مذكرة داخلية دورية لمتابعة مؤشرات التنفيذ بين الإدارات. المرجع INI-2019-4599 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد الدراسة,معلن جزئيًا
INIT-01165,2023-08-29,معاهدة تعاون تقني قيد التفاوض مع شريك تقني عالمي,نص معاهدة تعاون تقني قيد التفاوض وبنود نقل المعرفة. المرجع INI-2023-9705 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,قيد الدراسة,غير معلن
INIT-01166,2020-10-04,مشروع تحديث أنظمة مركز تحكم شبكة النقل - مرحلة 3,تحديث أنظمة تحكم منشأة حيوية وجدول الإيقاف المخطط. المرجع INI-2020-8108 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,معتمدة داخليًا,غير معلن
INIT-01167,2021-10-23,عقد مورد لتوريد تجهيزات برنامج تكامل الأنظمة الحكومية,بنود عقد مورد وجدول التوريد والغرامات التعاقدية. المرجع INI-2021-2403 · الجهة المعنية: قطاع الأعمال المؤسسية.,,قيد الدراسة,معلن جزئيًا
INIT-01168,2024-03-29,مذكرة داخلية لمتابعة مؤشرات برنامج تحديث البنية التقنية,مذكرة داخلية دورية لمتابعة مؤشرات التنفيذ بين الإدارات. المرجع INI-2024-9596 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,قيد التنفيذ المبدئي,غير معلن
INIT-01169,2022-10-28,نموذج تسعير برنامج التوسع الإقليمي للمنافسات الحكومية,هوامش وحدود تسعير استراتيجية غير قابلة للإفصاح للمنافسين. المرجع INI-2022-3051 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,معتمدة داخليًا,غير معلن
INIT-01170,2022-09-11,إعادة هيكلة قطاع البنية التحتية - قبل الاعتماد,تصور إعادة الهيكلة وأثرها الوظيفي قبل الاعتماد من المجلس. المرجع INI-2022-8126 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,بانتظار الاعتماد,غير معلن
INIT-01171,2021-08-09,إعادة هيكلة قطاع البنية التحتية - قبل الاعتماد,تصور إعادة الهيكلة وأثرها الوظيفي قبل الاعتماد من المجلس. المرجع INI-2021-6432 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,مسودة أولية,غير معلن
INIT-01172,2020-10-26,الميزانية الاستراتيجية لبرنامج التوسع الإقليمي 2020-2022,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2020-7420 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,بانتظار الاعتماد,معلن جزئيًا
INIT-01173,2020-06-30,مصفوفة الشركاء المحتملين لبرنامج الذكاء الاصطناعي المؤسسي,تقييم شركاء محتملين وشروط التفضيل قبل الإفصاح للسوق. المرجع INI-2020-6622 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,قيد التنفيذ المبدئي,غير معلن
INIT-01174,2021-12-29,مبادرة الحوسبة السيادية وحماية سيادة البيانات,تصميم بيئة تضمن سيادة البيانات الوطنية وحدود الاستضافة المسموحة. المرجع INI-2021-2635 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,مسودة أولية,غير معلن
INIT-01175,2024-04-27,مبادرة إدارة مفاتيح التشفير على مستوى الجهات الوطنية,تصميم مركزي لإدارة مفاتيح التشفير عبر الأنظمة الوطنية. المرجع INI-2024-7827 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,بانتظار الاعتماد,غير معلن
INIT-01176,2024-05-15,إعادة هيكلة قطاع البنية التحتية - قبل الاعتماد,تصور إعادة الهيكلة وأثرها الوظيفي قبل الاعتماد من المجلس. المرجع INI-2024-9026 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,بانتظار الاعتماد,معلن جزئيًا
INIT-01177,2019-06-16,مذكرة داخلية لمتابعة مؤشرات برنامج الحوسبة السيادية,مذكرة داخلية دورية لمتابعة مؤشرات التنفيذ بين الإدارات. المرجع INI-2019-7409 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,بانتظار الاعتماد,معلن جزئيًا
INIT-01178,2019-09-14,مبادرة إدارة مفاتيح التشفير على مستوى الجهات الوطنية,تصميم مركزي لإدارة مفاتيح التشفير عبر الأنظمة الوطنية. المرجع INI-2019-6739 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مرفوعة للجنة,غير معلن
INIT-01179,2021-11-22,مبادرة داخلية رقم SI-2021-463 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2021-4202 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,قيد الدراسة,معلن جزئيًا
